model	transcript	DEG.rank	baseMean	log2FoldChange	padj	manual.ann	EggNOG.Predicted.Gene	EggNOG.Description	EggNOG.Protein.Domains	Contaminant	xenic
adult thorax by wing PC1	TR250704|c2_g1_i3	1326	17.259	5.273	0.0018066	NA		serine-type endopeptidase activity	PFAM (Trypsin, CUB), SMART (Tryp_SPc, CUB, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR98132|c0_g1_i1	1327	116.76	4.5002	0.0018066	trypsin					FALSE
adult thorax by wing PC1	TR271151|c0_g1_i1	1328	77.423	1.0354	0.0018257	NA		UBX domain-containing protein	PFAM (UBX), SMART (COIL, UBX, TRANS)	No	FALSE
adult thorax by wing PC1	TR255761|c0_g1_i1	1330	71.777	1.0271	0.0018432	NA		Ankyrin repeat	PFAM (Ank), SMART (ANK)	No	FALSE
adult thorax by wing PC1	TR253178|c0_g1_i1	1332	58.689	1.7825	0.0018733	NA		Amino acid kinase family	PFAM (AA_kinase, Aldedh)	No	FALSE
adult thorax by wing PC1	TR263528|c0_g1_i1	1334	49.053	1.0926	0.0019036	NA	ALPHACOP	Coatomer	PFAM (WD40, COPI_C, Coatomer_WDAD), SMART (WD40, COIL)	No	FALSE
adult thorax by wing PC1	TR236594|c8_g1_i2	1335	53.318	-1.2341	0.0019236	NA		GTP-binding protein	PFAM (GTP1_OBG, MMR_HSR1, FeoB_N), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR268125|c0_g1_i2	1337	104.86	1.3076	0.0019378	NA	ARF102F	ARF	PFAM (G-alpha, SRPRB, Gtr1_RagA, Miro, Arf, Ras), SMART (ARF, small_GTPase, TRANS, PAS)	No	FALSE
adult thorax by wing PC1	TR264038|c0_g1_i1	1340	122.76	1.4349	0.0019503	NA		NA		No	FALSE
adult thorax by wing PC1	TR204884|c1_g3_i9	1343	18.516	-1.8285	0.0019637	r.t.		Inherit from meNOG: mariner transposase	PFAM (Transposase_1, Lectin_C, HTH_11), SMART (CLECT)	No	FALSE
adult thorax by wing PC1	TR234369|c4_g1_i1	1346	92.125	1.1518	0.0019869	SRP19	SRP19	Signal recognition particle 19 kDa	PFAM (SRP19)	No	FALSE
adult thorax by wing PC1	TR238562|c1_g1_i2	1347	257.62	1.9008	0.0020003	NA		Slingshot dual specificity phosphatase	PFAM (DEK_C, DSPc), SMART (DSPc, COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR199308|c0_g1_i1	1348	9.1763	-3.2636	0.0020156	pentaxin-B6	B6	Pentaxin family	PFAM (Pentaxin), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR262984|c4_g1_i1	1349	52.962	-1.9699	0.0020156	NA		Phosphate transporter family	PFAM (PHO4), SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR198045|c0_g1_i1	1351	232.79	2.1666	0.0020506	NA		Mitochondrial carrier protein	PFAM (Mito_carr, Lectin_C), SMART (CLECT, TRANS)	No	FALSE
adult thorax by wing PC1	TR237365|c0_g1_i1	1356	129.32	-1.4581	0.0020979	GSTS1	GSTS1	Glutathione	PFAM (GST_C, GST_N)	No	FALSE
adult thorax by wing PC1	TR264525|c0_g1_i2	1358	4.6333	3.069	0.0021094	NA		Domain of unknown function (DUF1981)	PFAM (DUF1981, WD40, Sec7, Ank), SMART (Sec7, ZnF_C2H2, WD40, ANK, COIL)	No	FALSE
adult thorax by wing PC1	TR216368|c0_g1_i1	1359	238.77	-1.1085	0.0021097	integrin		integrin	PFAM (FG-GAP, Integrin_alpha2, Integrin_alpha), SMART (Int_alpha, TRANS, SIGNAL, COIL)	No	FALSE
adult thorax by wing PC1	TR277149|c0_g1_i2	1360	18.916	1.6373	0.0021097	NA		Arb2 domain	PFAM (Arb2, PGAP1), SMART (SIGNAL)	No	FALSE
adult thorax by wing PC1	TR91025|c0_g1_i1	1362	795.41	1.3149	0.002117	rpS24	RPS24	40S ribosomal protein S24	PFAM (Ribosomal_S24e), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR230721|c0_g1_i1	1364	87.614	1.5932	0.0021227	NA		DnaJ homolog subfamily B member	PFAM (DnaJ_C, DnaJ), SMART (DnaJ, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR231890|c0_g2_i1	1365	59.439	-1.3528	0.002143	NA		Isocitrate dehydrogenase NADP	PFAM (Iso_dh)	No	FALSE
adult thorax by wing PC1	TR199436|c0_g1_i1	1367	51.041	1.4269	0.0021679	TIF-IA	TIF-IA	transcription initiation factor	PFAM (RRN3), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR210848|c0_g1_i1	1370	115.1	1.5721	0.0022182	Yippee		Pfam:Yippee	PFAM (Yippee)	No	FALSE
adult thorax by wing PC1	TR285666|c0_g1_i1	1373	33.36	-1.6094	0.002245	NA	FAA	Pfam:DUF1969	PFAM (DUF1969, FAA_hydrolase, SpoU_methylase), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR219521|c0_g2_i1	1377	10.648	-2.262	0.0022811	NA		PDZ domain (Also known as DHR or GLGF)	PFAM (PDZ), SMART (PDZ)	No	FALSE
adult thorax by wing PC1	TR102250|c0_g1_i1	1380	155.17	1.2126	0.0023475	NA	BAI	Eca and bai are essential, though not redundant, for dorsoventral patterning of the embryo. Specifically required during early embryogenesis for the activity of maternal tkv, while the zygotic tkv is not affected	PFAM (EMP24_GP25L), SMART (TRANS, EMP24_GP25L, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR250895|c5_g3_i1	1383	76.803	-1.221	0.0023552	NA		HIT domain	PFAM (HIT, DcpS_C), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR204809|c3_g1_i3	1384	72.941	1.5207	0.0023585	NA		Inositol polyphosphate kinase 	PFAM (IPK), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR248729|c0_g1_i1	1386	32.417	-1.8906	0.0023907	NA		Inherit from KOG: Set and mynd domain containing	PFAM (zf-MYND, SET), SMART (SET, COIL)	No	FALSE
adult thorax by wing PC1	TR206475|c0_g1_i1	1389	45.731	-1.7399	0.0024371	NA		ribosomal protein, L44	PFAM (dsrm), SMART (RIBOc, SIGNAL, COIL, DSRM)	No	FALSE
adult thorax by wing PC1	TR217749|c1_g1_i1	1390	20.915	1.4535	0.0024478	NA		CH	PFAM (CH, CAMSAP_CH), SMART (CH, TRANS)	No	FALSE
adult thorax by wing PC1	TR273225|c0_g1_i1	1391	17.067	-2.5765	0.0024503	NA		Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln) (By similarity)	PFAM (GatB_N, GatB_Yqey), SMART (GatB_Yqey, COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR217674|c3_g1_i5	1393	6.9881	2.7322	0.0024826	DPCD/CG13901		Inherit from biNOG: deleted in primary ciliary dyskinesia homolog (mouse)		No	FALSE
adult thorax by wing PC1	TR217350|c0_g1_i1	1394	107.03	-1.1772	0.0024896	NA		phosphatase	PFAM (CRAL_TRIO, Y_phosphatase, Transposase_5), SMART (PTPc, SEC14, CRAL_TRIO_N, PAC)	No	FALSE
adult thorax by wing PC1	TR283715|c0_g10_i2	1397	116.67	-1.3498	0.0025186	otopetrin		Otopetrin	PFAM (Otopetrin), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR206845|c6_g2_i3	1399	80.73	-1.0093	0.0025302	NA	EPS-15	EH	SMART (EFh, EH, COIL, UIM)	No	FALSE
adult thorax by wing PC1	TR250378|c0_g1_i1	1401	63.639	1.3696	0.0025339	eIF6	EIF6	Binds to the 60S ribosomal subunit and prevents its association with the 40S ribosomal subunit to form the 80S initiation complex in the cytoplasm. May also be involved in ribosome biogenesis (By similarity)	PFAM (eIF-6), SMART (eIF6)	No	FALSE
adult thorax by wing PC1	TR250704|c2_g1_i1	1404	101.75	3.4625	0.002556	NA		serine-type endopeptidase activity	PFAM (Trypsin, CUB), SMART (Tryp_SPc, CUB, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR237981|c0_g2_i2	1407	56.878	1.6428	0.0026688	NA		NA	PFAM (Acetyltransf_1), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR215992|c0_g4_i1	1408	77.203	-1.0319	0.0026711	casein kinase	CSNK1A1	casein kinase 1	PFAM (Pkinase, Pkinase_Tyr), SMART (STYKc)	No	FALSE
adult thorax by wing PC1	TR241563|c0_g1_i2	1409	81.111	1.5155	0.0026814	NA		PX domain	PFAM (PX), SMART (PX)	No	FALSE
adult thorax by wing PC1	TR236445|c0_g1_i1	1412	17.647	2.2943	0.0026937	NA		NACHT domain	PFAM (NACHT, Arch_ATPase), SMART (WD40)	No	FALSE
adult thorax by wing PC1	TR199566|c1_g1_i1	1418	117.16	-1.0691	0.0027046	NA		prefoldin subunit	PFAM (Prefoldin), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR252936|c2_g3_i1	1424	5.6966	2.796	0.0027461	NA		RUN and FYVE domain-containing protein	PFAM (RUN, FYVE), SMART (COIL, RUN, FYVE)		FALSE
adult thorax by wing PC1	TR253210|c0_g1_i1	1425	96.567	1.4583	0.002757	NA	AATS-GLY	Glycyl-tRNA synthetase	PFAM (HGTP_anticodon, tRNA-synt_2b, WHEP-TRS), SMART (WHEP-TRS, COIL)	No	FALSE
adult thorax by wing PC1	TR253187|c1_g1_i2	1426	22.979	-1.1336	0.0027677	TAF12	TAF12	Transcription initiation factor TFII-D subunit	PFAM (TFIID_20kDa, CBFD_NFYB_HMF), SMART (COIL)		FALSE
adult thorax by wing PC1	TR279417|c0_g1_i1	1427	86.247	-1.6919	0.0027677	NA		28S ribosomal protein S15	PFAM (Ribosomal_S15), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR61986|c0_g1_i1	1428	7.7245	-2.3279	0.0027677	rpS18A	MRPS18A	ribosomal protein S18A	PFAM (Ribosomal_S18)	No	FALSE
adult thorax by wing PC1	TR207972|c10_g7_i1	1429	77.142	1.9718	0.0028012	NA		zinc transporter	PFAM (Zip), SMART (TRANS, SIGNAL, COIL)	No	FALSE
adult thorax by wing PC1	TR206780|c2_g2_i3	1430	28.956	-2.5942	0.0028015	Blimp-1	BLIMP-1	SET	PFAM (zf-C2H2, SET), SMART (ZnF_C2H2, SET, COIL)	No	FALSE
adult thorax by wing PC1	TR214364|c0_g1_i1	1432	28.375	1.3806	0.0028048	NA		Galactosyltransferase	PFAM (Galactosyl_T, Fringe), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR248591|c0_g2_i1	1433	10.434	2.6909	0.0028086	NA	L(2)K09913	Eukaryotic protein of unknown function (DUF829)	PFAM (DUF829, Pentapeptide_2), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR217768|c3_g2_i3	1434	148.48	-1.3156	0.002853	calpain	CALPB	K08585 calpain, invertebrate EC 3.4.22	PFAM (Peptidase_C2, Calpain_III), SMART (EFh, CysPc, calpain_III)	No	FALSE
adult thorax by wing PC1	TR278234|c0_g1_i1	1435	110.72	1.1659	0.002853	NA		26S proteasome non-ATPase regulatory subunit	PFAM (PCI, RPN7), SMART (PINT, COIL)	No	FALSE
adult thorax by wing PC1	TR103291|c0_g1_i1	1438	43.485	-1.0961	0.0028568	NA		NA		No	FALSE
adult thorax by wing PC1	TR284829|c0_g1_i1	1439	26.984	1.8204	0.0028568	lachesin		Lachesin	PFAM (I-set, V-set, ig), SMART (IGc2, SIGNAL, IG, TRANS, IG_like)	No	FALSE
adult thorax by wing PC1	TR199448|c0_g1_i1	1447	84.666	1.5846	0.0029433	ribophorin I		Ribophorin I	PFAM (Ribophorin_I), SMART (TRANS, SIGNAL, COIL)	No	FALSE
adult thorax by wing PC1	TR90255|c1_g1_i1	1449	36.082	-1.2104	0.0030036	rpL14	MRPL14	ribosomal protein L14	PFAM (Ribosomal_L14)	No	FALSE
adult thorax by wing PC1	TR204835|c0_g1_i1	1450	134.93	1.3045	0.0030451	nucleobindin	NUCB1	Inherit from biNOG: Nucleobindin	SMART (COIL, SIGNAL, EFh, TRANS)	No	FALSE
adult thorax by wing PC1	TR256403|c0_g1_i1	1452	64.189	1.7854	0.0030451	NA		STYKc	PFAM (Pkinase_Tyr, Pkinase), SMART (STYKc)	No	FALSE
adult thorax by wing PC1	TR216426|c0_g2_i4	1453	7.1958	-2.3173	0.0030617	NA		carnitine	PFAM (Carn_acyltransf), SMART (TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR274088|c1_g1_i1	1454	141.07	4.1162	0.0030696	NA		Carboxypeptidase	PFAM (Peptidase_M14, Propep_M14), SMART (Zn_pept, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR217075|c0_g1_i1	1457	47.83	-1.2116	0.0030942	NA		TPR	PFAM (NARP1, BTAD), SMART (TPR, COIL)	No	FALSE
adult thorax by wing PC1	TR221445|c1_g1_i2	1459	112.11	-2.1132	0.0031081	NA		IG_like	PFAM (I-set, ig, V-set, fn3), SMART (COIL, IG, IGc2, IG_like, FN3, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR256728|c3_g1_i3	1463	38.07	-1.0455	0.0031381	ATG5	ATG5	autophagy	PFAM (APG5)	No	FALSE
adult thorax by wing PC1	TR217108|c0_g1_i1	1464	18.06	1.8683	0.0031398	NA		Inositol 1, 3, 4-trisphosphate 5/6-kinase	PFAM (Ins134_P3_kin)	No	FALSE
adult thorax by wing PC1	TR283397|c2_g9_i1	1469	35.95	-1.723	0.0031938	pollux		gtpase activating protein	PFAM (TBC, DUF3350, PID, PTB), SMART (COIL, TBC, PTB)	No	FALSE
adult thorax by wing PC1	TR231521|c2_g1_i1	1473	235.88	1.5715	0.0032356	NA		FAR-17a/AIG1-like protein	PFAM (Far-17a_AIG1), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR278770|c7_g4_i1	1478	6.8244	3.3701	0.003253	NA		GMC oxidoreductase	PFAM (GMC_oxred_N, GMC_oxred_C), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR221439|c1_g1_i1	1479	90.648	-1.0759	0.0032576	NA		cellular component assembly	PFAM (DUF1126), SMART (DM10)	No	FALSE
adult thorax by wing PC1	TR223134|c0_g1_i6	1480	18.039	1.399	0.0032757	NA		P4Hc	SMART (P4Hc, TRANS, COIL)	No	FALSE
adult thorax by wing PC1	TR215886|c0_g1_i1	1482	5.0873	5.6309	0.0032856	cuticle prot					FALSE
adult thorax by wing PC1	TR236737|c0_g1_i1	1485	83.117	1.0006	0.0033122	NA		LRR_TYP	PFAM (LRR_1, I-set, V-set, ig), SMART (LRR, LRR_TYP, IGc2, TRANS, COIL, SIGNAL, LRRCT, LRRNT, IG)	No	FALSE
adult thorax by wing PC1	TR253917|c0_g2_i2	1487	74.266	1.2778	0.0033361	NA	LYAR	Ly1 antibody reactive homolog (mouse)	PFAM (zf-LYAR), SMART (COIL)		FALSE
adult thorax by wing PC1	TR264553|c1_g2_i2	1489	1.6054	-6.0603	0.0033473	NA		Rubisco LSMT substrate-binding	PFAM (Rubis-subs-bind, SET), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR267990|c0_g1_i1	1494	7.9021	3.3275	0.0033916	NA		NA	SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR251572|c0_g1_i1	1499	19.115	2.0839	0.0034329	NA		protein KRTCAP2 homolog	PFAM (Keratin_assoc), SMART (TRANS, SIGNAL)	No	FALSE
adult thorax by wing PC1	TR282481|c0_g2_i1	1502	115.27	-1.3569	0.0034532	SLC25A28	SLC25A28	solute carrier family 25 (mitochondrial iron transporter), member	PFAM (Mito_carr)	No	FALSE
adult thorax by wing PC1	TR206752|c0_g1_i2	1503	20.516	-1.9004	0.0034656	NA		Xaa-Pro aminopeptidase	PFAM (Creatinase_N, Peptidase_M24), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR205769|c1_g1_i1	1504	29.481	2.6864	0.0034679	agrin	AGRIN-LIKE	Kazal-type serine protease inhibitor domain	PFAM (Kazal_2, Kazal_1, Laminin_G_2, Laminin_G_1, Laminin_EGF, EGF, EB), SMART (KAZAL, FOLN, EGF, LamG, EGF_Lam, EGF_like, SIGNAL, TRANS, WR1)	No	FALSE
adult thorax by wing PC1	TR267303|c0_g1_i1	1506	1675.7	1.3141	0.0035098	MINPP	MINPP1	Multiple inositol polyphosphate phosphatase	PFAM (Acid_phosphat_A), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR206792|c0_g1_i6	1508	529.74	-2.69	0.0035178	NA		NA	SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR253245|c1_g1_i1	1510	22.093	1.6668	0.0035254	NA		carboxylase	PFAM (CPSase_L_D2, CPSase_L_chain, Biotin_carb_C, Biotin_lipoyl, Dala_Dala_lig_C, ATP-grasp, ATP-grasp_3), SMART (Biotin_carb_C)	No	FALSE
adult thorax by wing PC1	TR239214|c0_g1_i1	1512	61.122	-1.2032	0.0035549	NA		1-acylglycerol-3-phosphate O-acyltransferase activity	PFAM (Acyltransferase), SMART (TRANS, PlsC)	No	FALSE
adult thorax by wing PC1	TR241626|c15_g1_i2	1514	235.45	2.4117	0.0035951	listeriolysin-O	HLY	Sulfhydryl-activated toxin that causes cytolysis by forming pores in cholesterol containing host membranes. After binding to target membranes, the protein undergoes a major conformation change, leading to its insertion in the host membrane and formation of an oligomeric pore complex. Cholesterol may be required for binding to host membranes, membrane insertion and pore formation. Can be reversibly inactivated by oxidation	PFAM (Thiol_cytolysin), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR78632|c0_g1_i1	1516	91.456	2.3719	0.0035994	PebIII	PHK-3	chemosensory protein	PFAM (OS-D), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR106048|c0_g1_i1	1517	12.592	2.2345	0.0036125	NA		Protein of unknown function (DUF1679)	PFAM (APH, DUF227, DUF1679, Choline_kinase), SMART (CHK)	No	FALSE
adult thorax by wing PC1	TR241385|c0_g1_i1	1519	190.35	3.7592	0.0036125	NA		serine-type endopeptidase activity	PFAM (Trypsin, CUB), SMART (Tryp_SPc, CUB, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR257275|c0_g1_i2	1520	37.645	-2.1492	0.0036125	NA		Dehydrogenase	PFAM (GCV_T, DAO, GCV_T_C, Trp_halogenase, SoxG, FAD_binding_2)	No	FALSE
adult thorax by wing PC1	TR218511|c0_g1_i1	1521	367.26	-1.1383	0.0036358	NA		Pex19 protein family	PFAM (Pex19), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR249260|c0_g1_i1	1524	96.249	1.4255	0.0036577	NA		asparagine synthetase	PFAM (Asn_synthase, tRNA_Me_trans, GATase_2)	No	FALSE
adult thorax by wing PC1	TR261321|c0_g1_i3	1527	39.009	-1.2757	0.0037598	NA		DNA helicase	PFAM (SNF2_N, Helicase_C, HDA2-3, ResIII), SMART (COIL, DEXDc, HELICc, THEG)	No	FALSE
adult thorax by wing PC1	TR242656|c0_g1_i3	1528	6.3799	-2.5052	0.0037832	PFK	PFK	Phosphohexokinase	PFAM (PFK, TRAM1, TRAM_LAG1_CLN8), SMART (TRANS, TLC)	No	FALSE
adult thorax by wing PC1	TR239521|c0_g1_i1	1531	48.914	-1.9983	0.0038314	rpS10	MRPS10	Ribosomal protein S10	PFAM (Ribosomal_S10)	No	FALSE
adult thorax by wing PC1	TR231676|c1_g2_i3	1534	38.753	1.186	0.0038532	DNA pol delta	PCNA	This protein is an auxiliary protein of DNA polymerase delta and is involved in the control of eukaryotic DNA replication by increasing the polymerase's processibility during elongation of the leading strand (By similarity)	PFAM (PCNA_N, PCNA_C, Rad9, Rad1)	No	FALSE
adult thorax by wing PC1	TR275766|c0_g1_i1	1535	7.4157	-2.3403	0.0038532	NA		Valyl-trna synthetase	PFAM (tRNA-synt_1, tRNA-synt_1g, Anticodon_1, Val_tRNA-synt_C, GST_C, GST_N), SMART (COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR232318|c0_g1_i1	1537	6.1499	-2.2448	0.0038905	ZnF		ZnF_C2H2	SMART (ZnF_C2H2)	No	FALSE
adult thorax by wing PC1	TR214225|c0_g1_i1	1545	89.493	1.6318	0.0039639	NA		Apyrase	PFAM (Apyrase), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR206259|c0_g4_i1	1546	12.108	-2.7605	0.0039943	NA		DUF862	PFAM (DUF862), SMART (DUF862, COIL)		FALSE
adult thorax by wing PC1	TR268499|c0_g1_i1	1549	150.03	3.2439	0.0040021	chymotrypsin		serine-type endopeptidase activity	PFAM (Trypsin, CUB), SMART (Tryp_SPc, CUB, SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR286556|c0_g1_i2	1550	29.492	1.4827	0.0040021	NA	AATS-TYR	tyrosyl-tRNA synthetase	PFAM (tRNA-synt_1b, tRNA_bind)	No	FALSE
adult thorax by wing PC1	TR234410|c1_g2_i3	1554	96.1	-1.5315	0.0040544	NA		NA		No	FALSE
adult thorax by wing PC1	TR200391|c0_g1_i2	1555	951.87	4.5365	0.0040563	NA		Leucine Rich Repeat	PFAM (LRR_1), SMART (LRR)	No	FALSE
adult thorax by wing PC1	TR229896|c0_g1_i1	1557	727.21	1.095	0.0040734	FHL2		Four and a half lim domains	PFAM (LIM, PET), SMART (LIM)	No	FALSE
adult thorax by wing PC1	TR231206|c3_g1_i5	1558	34.628	-2.403	0.0040734	NA		Voltage gated calcium channel IQ domain	PFAM (Ion_trans, PKD_channel, Ca_chan_IQ), SMART (TRANS, Ca_chan_IQ, COIL)	No	FALSE
adult thorax by wing PC1	TR271325|c0_g1_i1	1559	8.6975	2.1615	0.0040734	NA		B-box zinc finger	PFAM (NHL, zf-B_box, zf-C3HC4), SMART (BBOX, BBC, RING, COIL)	No	FALSE
adult thorax by wing PC1	TR48297|c0_g1_i1	1560	53.045	1.7086	0.0040734	NA		Melibiase	PFAM (Melibiase), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR285609|c0_g1_i1	1561	107.89	-1.1501	0.0040797	peroxiredoxin	JAFRAC1	Peroxiredoxin	PFAM (1-cysPrx_C, Redoxin, AhpC-TSA)	No	FALSE
adult thorax by wing PC1	TR278751|c1_g1_i1	1562	46.671	-1.9837	0.0040812	NS1-BP		Ns1 binding protein	PFAM (Kelch_1, Kelch_2, BTB, BACK), SMART (Kelch, BTB)	No	FALSE
adult thorax by wing PC1	TR264542|c0_g1_i1	1566	9.8949	-1.9353	0.0041677	NA		Catalytic subunit of the tRNA-splicing ligase complex that acts by directly joining spliced tRNA halves to mature-sized tRNAs by incorporating the precursor-derived splice junction phosphate into the mature tRNA as a canonical 3',5'- phosphodiester. May act as a RNA ligase with broad substrate specificity, and may function toward other RNAs (By similarity)	PFAM (UPF0027)	No	FALSE
adult thorax by wing PC1	TR231170|c0_g1_i5	1568	24.287	-1.7625	0.0042239	NA	CYLD	CAP-Gly domain	PFAM (CAP_GLY, UCH), SMART (CAP_GLY)	No	FALSE
adult thorax by wing PC1	TR226925|c0_g3_i1	1570	7.1236	7.6951	0.0042584	NA	SDH2-1	succinate dehydrogenase	PFAM (Ribosomal_S14, Fer2), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR223131|c2_g7_i2	1576	22.832	-1.6529	0.0043683	NA		Inherit from biNOG: SUZ RNA binding domain containing 1	SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR238621|c7_g2_i1	1577	78.511	1.1484	0.0043683	r.t.		Inherit from euNOG: Retrotransposon protein	PFAM (Peptidase_A17, rve, DUF1759, RVT_1, DUF1758), SMART (ZnF_C2HC, COIL, TRANS)	No	FALSE
adult thorax by wing PC1	TR270535|c0_g2_i1	1581	16.651	1.5972	0.0044866	Med8	MED8	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors (By similarity)	PFAM (Med8), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR282954|c0_g1_i1	1582	385.6	1.9104	0.0044866	tetraspanin-66E	TSP66E	Tetraspanin family	PFAM (Tetraspannin), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR275701|c0_g1_i1	1584	14.693	2.6105	0.0045502	NA		Helix-loop-helix DNA-binding domain	PFAM (HLH, THAP), SMART (HLH, THAP)	No	FALSE
adult thorax by wing PC1	TR283476|c0_g1_i3	1586	373.42	2.0992	0.0046014	Met	MET	PAS fold	PFAM (PAS_3, HLH, PAS), SMART (PAS, HLH, PAC, COIL)	No	FALSE
adult thorax by wing PC1	TR264105|c0_g1_i2	1590	37.269	1.3457	0.0047393	NA	AATS-VAL	Valyl-tRNA synthetase	PFAM (tRNA-synt_1, Anticodon_1, tRNA-synt_1g, Val_tRNA-synt_C, GST_C), SMART (COIL)	No	FALSE
adult thorax by wing PC1	TR233817|c0_g1_i1	1598	10.346	-1.7598	0.0048849	NA		Serine threonine kinase	PFAM (PX, Pkinase, Pkinase_Tyr), SMART (STYKc, PX, COIL)	No	FALSE
adult thorax by wing PC1	TR239207|c0_g1_i1	1599	34.699	-1.2639	0.0048849	Polr2B	RPII140	DNA-directed RNA polymerase	PFAM (RNA_pol_Rpb2_6, RNA_pol_Rpb2_2, RNA_pol_Rpb2_5, RNA_pol_Rpb2_4, RNA_pol_Rpb2_7, RNA_pol_Rpb2_1, RNA_pol_Rpb2_3)	No	FALSE
adult thorax by wing PC1	TR262309|c0_g1_i1	1600	45.996	-1.1981	0.0048849	JIL-1	JIL-1	Protein kinase C terminal domain	PFAM (Pkinase, Pkinase_Tyr, Pkinase_C, Kdo, APH, RIO1), SMART (S_TKc, S_TK_X, STYKc, COIL, AT_hook)	No	FALSE
adult thorax by wing PC1	TR232025|c5_g5_i1	1602	15.763	-1.7197	0.0048851	NA		Oxidoreductase-like protein, N-terminal	PFAM (Oxidored-like)	No	FALSE
adult thorax by wing PC1	TR234248|c1_g1_i1	1603	6.0036	2.472	0.0048865	NA	TINC	NA	SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR261359|c0_g2_i2	1607	48.085	-1.1203	0.0049431	NA		Microtubule-associated serine threonine-protein kinase	PFAM (Pkinase_Tyr, Pkinase, DUF1908, PDZ), SMART (S_TK_X, S_TKc, PDZ, COIL)	No	FALSE
adult thorax by wing PC1	TR167111|c0_g1_i1	1608	51.074	1.4173	0.0049505	NA		protein transport protein sec13	PFAM (WD40), SMART (WD40)	No	FALSE
adult thorax by wing PC1	TR228599|c0_g1_i1	1611	86.027	3.1375	0.0049743	NA		Serine carboxypeptidase S28	PFAM (Peptidase_S28, Abhydrolase_1), SMART (SIGNAL, TRANS)	No	FALSE
adult thorax by wing PC1	TR245853|c2_g1_i3	1614	32.346	1.5954	0.0050084	NA		transmembrane transporter activity	PFAM (Mito_carr), SMART (TRANS)	No	FALSE
adult thorax by wing PC1	TR260845|c4_g1_i2	1618	8.0843	-2.4793	0.0050493	Smyd3	BZD	SET and MYND domain-containing protein	PFAM (zf-MYND)	No	FALSE
adult thorax by wing PC1	TR266699|c0_g1_i1	1620	400.63	1.0077	0.0050658	NA		DNA-binding nuclear phosphoprotein p8	PFAM (Phospho_p8)	No	FALSE
